key, agreement,
984,0.017,
985,0.005,
986,0.0065,
987,0.0135,
988,0.0015,
989,0.0045,
990,0.015,
991,0.004,
992,0.024,
993,0.005,
994,0.0035,
995,0.0135,
996,0.0205,
997,0.0095,
998,0.004,
999,0.004,
1000,0.0175,
1001,0.0115,
1002,0.003,
1003,0.001,
1004,0.011,
1005,0.002,
1006,0.0035,
1007,0.0055,
1008,0.0015,
1009,0.0175,
1010,0.003,
1011,0.011,
1012,0.013,
1013,0.01,
1014,0.0035,
1015,0.0165,
1016,0.012,
1017,0.017,
1018,0.0035,
1019,0.0035,
1020,0.0035,
1021,0.0005,
1022,0.0,
1023,0.004,
1024,0.006,
1025,0.013,
1026,0.0025,
1027,0.0005,
1028,0.0195,
1029,0.0155,
1030,0.015,
1031,0.003,
1032,0.0295,
1033,0.0025,
1034,0.022,
1035,0.01,
1036,0.011,
1037,0.008,
1038,0.0095,
1039,0.0085,
1040,0.0055,
1041,0.0165,
1042,0.012,
1043,0.004,
1044,0.011,
1045,0.006,
1046,0.0105,
1047,0.0095,
1048,0.002,
1049,0.007,
1050,0.0085,
1051,0.0075,
1052,0.0055,
1053,0.0035,
1054,0.011,
1055,0.003,
1056,0.0,
1057,0.002,
1058,0.0075,
1059,0.0015,
1060,0.0095,
1061,0.0045,
1062,0.015,
1063,0.004,
1064,0.0085,
1065,0.0175,
1066,0.015,
1067,0.002,
1068,0.008,
1069,0.004,
1070,0.0055,
1071,0.0055,
1072,0.0135,
1073,0.0105,
1074,0.001,
1075,0.006,
1076,0.012,
1077,0.016,
1078,0.0155,
1079,0.0015,
1080,0.004,
1081,0.002,
1082,0.0055,
1083,0.0065,
1084,0.0125,
1085,0.0075,
1086,0.023,
1087,0.004,
1088,0.022,
1089,0.01,
1090,0.0065,
1091,0.0125,
1092,0.0105,
1093,0.0035,
1094,0.005,
1095,0.0,
1096,0.0225,
1097,0.0055,
1098,0.001,
1099,0.012,
1100,0.006,
1101,0.01,
1102,0.0105,
1103,0.0125,
1104,0.0005,
1105,0.0015,
1106,0.006,
1107,0.003,
1108,0.001,
1109,0.021,
1110,0.0035,
1111,0.0105,
1112,0.005,
1113,0.019,
1114,0.0065,
1115,0.0125,
1116,0.0095,
1117,0.0025,
1118,0.006,
1119,0.025,
1120,0.005,
1121,0.006,
1122,0.0125,
1123,0.0055,
1124,0.0065,
1125,0.0075,
1126,0.004,
1127,0.008,
1128,0.0075,
1129,0.0085,
1130,0.011,
1131,0.001,
1132,0.0,
1133,0.001,
1134,0.0075,
1135,0.0155,
1136,0.0185,
1137,0.0105,
1138,0.01,
1139,0.006,
1140,0.009,
1141,0.002,
1142,0.0095,
1143,0.0035,
1144,0.004,
1145,0.007,
1146,0.0035,
1147,0.0035,
1148,0.0065,
1149,0.0125,
1150,0.013,
1151,0.011,
1152,0.015,
1153,0.011,
1154,0.0075,
1155,0.0055,
1156,0.0045,
1157,0.0155,
1158,0.001,
1159,0.006,
1160,0.0005,
1161,0.0015,
1162,0.007,
1163,0.004,
1164,0.007,
1165,0.009,
1166,0.0045,
1167,0.0095,
1168,0.0065,
1169,0.0185,
1170,0.006,
1171,0.017,
1172,0.006,
1173,0.012,
1174,0.0115,
1175,0.0025,
1176,0.01,
1177,0.004,
1178,0.0065,
1179,0.0005,
1180,0.0035,
1181,0.0065,
1182,0.004,
1183,0.001,
1184,0.016,
1185,0.003,
1186,0.0055,
1187,0.0025,
1188,0.0165,
1189,0.0005,
1190,0.02,
1191,0.014,
1192,0.0025,
1193,0.0035,
1194,0.017,
1195,0.017,
1196,0.005,
1197,0.022,
1198,0.0005,
1199,0.0095,
1200,0.0325,
1201,0.0025,
1202,0.006,
1203,0.012,
1204,0.002,
1205,0.019,
1206,0.0165,
1207,0.0005,
1208,0.001,
1209,0.004,
1210,0.0235,
1211,0.0095,
1212,0.0045,
1213,0.0165,
1214,0.003,
1215,0.003,
1216,0.0,
1217,0.009,
1218,0.0025,
1219,0.0045,
1220,0.0035,
1221,0.0065,
1222,0.006,
1223,0.02,
1224,0.0225,
1225,0.0125,
1226,0.001,
1227,0.019,
1228,0.005,
1229,0.006,
1230,0.0195,
1231,0.0095,
1232,0.0085,
1233,0.0285,
1234,0.021,
1235,0.003,
1236,0.001,
1237,0.012,
1238,0.0065,
1239,0.0185,
1240,0.0,
1241,0.009,
1242,0.0015,
1243,0.0105,
1244,0.0045,
1245,0.0125,
1246,0.002,
1247,0.016,
1248,0.008,
1249,0.014,
1250,0.0055,
1251,0.0115,
1252,0.0015,
1253,0.0035,
1254,0.006,
1255,0.013,
1256,0.0025,
1257,0.0165,
1258,0.0,
1259,0.015,
1260,0.004,
1261,0.0,
1262,0.0025,
1263,0.0095,
1264,0.0065,
1265,0.0225,
1266,0.008,
1267,0.007,
1268,0.004,
1269,0.0,
1270,0.0055,
1271,0.0205,
1272,0.008,
1273,0.022,
1274,0.0105,
1275,0.0135,
1276,0.0145,
1277,0.0105,
1278,0.002,
1279,0.007,
1280,0.0045,
1281,0.0155,
1282,0.004,
1283,0.017,
1284,0.006,
1285,0.0,
1286,0.0105,
1287,0.0135,
1288,0.009,
1289,0.013,
1290,0.0125,
1291,0.0255,
1292,0.0005,
1293,0.0105,
1294,0.001,
1295,0.022,
1296,0.008,
1297,0.012,
1298,0.0085,
1299,0.0075,
1300,0.0035,
1301,0.0145,
1302,0.022,
1303,0.001,
1304,0.0075,
1305,0.0035,
1306,0.011,
1307,0.012,
1308,0.015,
1309,0.007,
1310,0.0025,
1311,0.0045,
1312,0.0055,
1313,0.0095,
1314,0.01,
1315,0.0,
1316,0.006,
1317,0.005,
1318,0.0035,
1319,0.0005,
1320,0.004,
1321,0.005,
1322,0.0005,
1323,0.0145,
1324,0.0005,
1325,0.0125,
1326,0.008,
1327,0.002,
1328,0.003,
1329,0.006,
1330,0.0005,
1331,0.0175,
1332,0.0005,
1333,0.0055,
1334,0.005,
1335,0.007,
1336,0.0105,
1337,0.0115,
1338,0.029,
1339,0.013,
1340,0.011,
1341,0.01,
1342,0.0085,
1343,0.0205,
1344,0.0095,
1345,0.0055,
1346,0.005,
1347,0.001,
1348,0.015,
1349,0.012,
1350,0.0135,
1351,0.0005,
1352,0.001,
1353,0.002,
1354,0.0005,
1355,0.0145,
1356,0.0025,
1357,0.0125,
1358,0.013,
1359,0.007,
1360,0.029,
1361,0.03,
1362,0.0055,
1363,0.0155,
1364,0.0065,
1365,0.0235,
1366,0.011,
1367,0.003,
1368,0.0045,
1369,0.0045,
1370,0.009,
1371,0.005,
1372,0.001,
1373,0.006,
1374,0.0065,
1375,0.0005,
1376,0.0025,
1377,0.0035,
1378,0.012,
1379,0.017,
1380,0.006,
1381,0.008,
1382,0.0105,
1383,0.0315,
1384,0.001,
1385,0.015,
1386,0.0105,
1387,0.0045,
1388,0.0075,
1389,0.0065,
1390,0.015,
1391,0.0,
1392,0.003,
1393,0.019,
1394,0.0325,
1395,0.0135,
1396,0.0085,
1397,0.0145,
1398,0.005,
1399,0.018,
1400,0.0055,
1401,0.0085,
1402,0.008,
1403,0.013,
1404,0.016,
1405,0.008,
1406,0.0285,
1407,0.0055,
1408,0.0105,
1409,0.0175,
1410,0.01,
1411,0.006,
1412,0.005,
1413,0.006,
1414,0.0075,
1415,0.0275,
1416,0.007,
1417,0.016,
1418,0.0075,
1419,0.0165,
1420,0.0035,
1421,0.0065,
1422,0.0,
1423,0.01,
1424,0.011,
1425,0.0,
1426,0.0115,
1427,0.0045,
1428,0.0105,
1429,0.0005,
1430,0.004,
1431,0.012,
1432,0.0055,
1433,0.0065,
1434,0.0,
1435,0.01,
1436,0.015,
1437,0.012,
1438,0.0175,
1439,0.0145,
1440,0.0105,
1441,0.0095,
1442,0.005,
1443,0.004,
1444,0.002,
1445,0.03,
1446,0.0045,
1447,0.0165,
1448,0.003,
1449,0.001,
1450,0.0055,
1451,0.0015,
1452,0.0125,
1453,0.0005,
1454,0.016,
1455,0.009,
1456,0.005,
1457,0.015,
1458,0.0185,
1459,0.0095,
1460,0.0175,
1461,0.0015,
1462,0.012,
1463,0.007,
1464,0.0115,
1465,0.0085,
1466,0.001,
1467,0.014,
1468,0.028,
1469,0.002,
1470,0.0195,
1471,0.0075,
1472,0.0145,
1473,0.0185,
1474,0.004,
1475,0.015,
1476,0.025,
1477,0.027,
1478,0.0065,
1479,0.0045,
1480,0.0,
1481,0.006,
1482,0.0105,
1483,0.0145,
1484,0.0185,
1485,0.0115,
1486,0.019,
1487,0.016,
1488,0.003,
1489,0.001,
1490,0.0155,
1491,0.0105,
1492,0.0135,
1493,0.0205,
1494,0.002,
1495,0.005,
1496,0.0025,
1497,0.0145,
1498,0.011,
1499,0.01,
1500,0.002,
1501,0.018,
1502,0.0115,
1503,0.0125,
1504,0.0175,
1505,0.0135,
1506,0.008,
1507,0.002,
1508,0.005,
1509,0.004,
1510,0.0005,
1511,0.0125,
1512,0.029,
1513,0.006,
1514,0.0005,
1515,0.0095,
1516,0.0245,
1517,0.0115,
1518,0.004,
1519,0.01,
1520,0.022,
1521,0.003,
1522,0.0095,
1523,0.0005,
1524,0.0165,
1525,0.0065,
1526,0.013,
1527,0.001,
1528,0.0025,
1529,0.0075,
1530,0.001,
1531,0.003,
1532,0.01,
1533,0.009,
1534,0.0055,
1535,0.0055,
1536,0.0005,
1537,0.0155,
1538,0.02,
1539,0.006,
1540,0.007,
1541,0.008,
1542,0.0105,
1543,0.0005,
1544,0.005,
1545,0.004,
1546,0.0115,
1547,0.0105,
1548,0.0195,
1549,0.0095,
1550,0.0,
1551,0.004,
1552,0.011,
1553,0.022,
1554,0.0005,
1555,0.0115,
1556,0.0125,
1557,0.0125,
1558,0.01,
1559,0.006,
1560,0.0035,
1561,0.0145,
1562,0.014,
1563,0.004,
1564,0.001,
1565,0.006,
1566,0.0015,
1567,0.0185,
1568,0.0195,
1569,0.0015,
1570,0.002,
1571,0.003,
1572,0.009,
1573,0.009,
1574,0.0105,
1575,0.0155,
1576,0.016,
1577,0.004,
1578,0.0095,
1579,0.0045,
1580,0.0005,
1581,0.0015,
1582,0.005,
1583,0.004,
1584,0.012,
1585,0.0,
1586,0.0075,
1587,0.0045,
1588,0.0135,
1589,0.0015,
1590,0.003,
1591,0.0,
1592,0.0045,
1593,0.0165,
1594,0.004,
1595,0.017,
1596,0.003,
1597,0.001,
1598,0.0105,
1599,0.0055,
1600,0.0045,
1601,0.0095,
1602,0.011,
1603,0.008,
1604,0.02,
1605,0.004,
1606,0.0235,
1607,0.0115,
1608,0.007,
1609,0.013,
1610,0.0065,
1611,0.0155,
1612,0.0255,
1613,0.0025,
1614,0.02,
1615,0.001,
1616,0.01,
1617,0.002,
1618,0.0105,
1619,0.0075,
1620,0.0185,
1621,0.0005,
1622,0.013,
1623,0.006,
1624,0.0095,
1625,0.0055,
1626,0.014,
1627,0.019,
1628,0.013,
1629,0.013,
1630,0.0145,
1631,0.0015,
1632,0.0045,
1633,0.0115,
1634,0.002,
1635,0.01,
1636,0.001,
1637,0.002,
1638,0.0015,
1639,0.0085,
1640,0.001,
1641,0.01,
1642,0.0075,
1643,0.0045,
1644,0.0165,
1645,0.0075,
1646,0.02,
1647,0.004,
1648,0.02,
1649,0.007,
1650,0.0115,
1651,0.0145,
1652,0.0035,
1653,0.0115,
1654,0.017,
1655,0.009,
1656,0.0055,
1657,0.0025,
1658,0.003,
1659,0.017,
1660,0.012,
1661,0.015,
1662,0.0005,
1663,0.0035,
1664,0.0175,
1665,0.0145,
1666,0.022,
1667,0.017,
1668,0.006,
1669,0.024,
1670,0.0065,
1671,0.0045,
1672,0.013,
1673,0.001,
1674,0.0055,
1675,0.0135,
1676,0.0195,
1677,0.0095,
1678,0.009,
1679,0.004,
1680,0.002,
1681,0.004,
1682,0.0015,
1683,0.0185,
1684,0.0105,
1685,0.0025,
1686,0.004,
1687,0.007,
1688,0.0025,
1689,0.0165,
1690,0.005,
1691,0.006,
1692,0.023,
1693,0.019,
1694,0.0085,
1695,0.0025,
1696,0.0055,
1697,0.0135,
1698,0.007,
1699,0.001,
1700,0.001,
1701,0.022,
1702,0.0085,
1703,0.0205,
1704,0.013,
1705,0.006,
1706,0.0075,
1707,0.0055,
1708,0.0035,
1709,0.0005,
1710,0.015,
1711,0.003,
1712,0.012,
1713,0.019,
1714,0.0125,
1715,0.0075,
1716,0.0015,
1717,0.0025,
1718,0.002,
1719,0.004,
1720,0.0025,
1721,0.0055,
1722,0.002,
1723,0.004,
1724,0.0,
1725,0.005,
1726,0.0065,
1727,0.0005,
1728,0.0015,
1729,0.0185,
1730,0.002,
1731,0.012,
1732,0.002,
1733,0.005,
1734,0.0065,
1735,0.0285,
1736,0.004,
1737,0.027,
1738,0.0205,
1739,0.0145,
1740,0.0055,
1741,0.0165,
1742,0.032,
1743,0.016,
1744,0.018,
1745,0.011,
1746,0.0025,
1747,0.0025,
1748,0.0085,
1749,0.0035,
1750,0.006,
1751,0.022,
1752,0.0125,
1753,0.0135,
1754,0.008,
1755,0.002,
1756,0.012,
1757,0.009,
1758,0.0035,
1759,0.0075,
1760,0.0125,
1761,0.0015,
1762,0.002,
