key, agreement
180, 0.0205
181, 0.0035
182, 0.008
183, 0.0
184, 0.013
185, 0.0
186, 0.0115
187, 0.0055
188, 0.0105
189, 0.0105
190, 0.007
191, 0.018
192, 0.0005
193, 0.0005
194, 0.005
195, 0.011
196, 0.007
197, 0.021
198, 0.0035
199, 0.0105
200, 0.0025
201, 0.0015
202, 0.001
203, 0.006
204, 0.018
205, 0.021
206, 0.0065
207, 0.0005
208, 0.0115
209, 0.0065
210, 0.005
211, 0.001
212, 0.014
213, 0.002
214, 0.0045
215, 0.0065
216, 0.0005
217, 0.0045
218, 0.004
219, 0.001
220, 0.006
221, 0.013
222, 0.0015
223, 0.0125
224, 0.008
225, 0.022
226, 0.0115
227, 0.0085
228, 0.0065
229, 0.0005
230, 0.016
231, 0.014
232, 0.015
233, 0.026
234, 0.0105
235, 0.0005
236, 0.0075
237, 0.0045
238, 0.004
239, 0.009
240, 0.002
241, 0.008
242, 0.0185
243, 0.0035
244, 0.0005
245, 0.0095
246, 0.001
247, 0.013
248, 0.006
249, 0.005
250, 0.0025
251, 0.0035
252, 0.0085
253, 0.0035
254, 0.006
255, 0.007
256, 0.0155
257, 0.0095
258, 0.013
259, 0.017
260, 0.001
261, 0.017
262, 0.0095
263, 0.0155
264, 0.0045
265, 0.0035
266, 0.006
267, 0.003
268, 0.021
269, 0.008
270, 0.0215
271, 0.0015
272, 0.0035
273, 0.0035
274, 0.003
275, 0.009
276, 0.01
277, 0.016
278, 0.0145
279, 0.0115
280, 0.0075
281, 0.0085
282, 0.001
283, 0.002
284, 0.003
285, 0.006
286, 0.0095
287, 0.0015
288, 0.006
289, 0.01
290, 0.0055
291, 0.0025
292, 0.0015
293, 0.0105
294, 0.004
295, 0.014
296, 0.004
297, 0.017
298, 0.0025
299, 0.0135
300, 0.0065
301, 0.0025
302, 0.001
303, 0.006
304, 0.004
305, 0.016
306, 0.0045
307, 0.0055
308, 0.0075
309, 0.0035
310, 0.003
311, 0.011
312, 0.003
313, 0.0
314, 0.0075
315, 0.0005
316, 0.0055
317, 0.0225
318, 0.001
319, 0.01
320, 0.0105
321, 0.0355
322, 0.002
323, 0.006
324, 0.022
325, 0.0
326, 0.0085
327, 0.0175
328, 0.0045
329, 0.0105
330, 0.011
331, 0.016
332, 0.0
333, 0.007
334, 0.0035
335, 0.0105
336, 0.0085
337, 0.0085
338, 0.007
339, 0.003
340, 0.006
341, 0.002
342, 0.0045
343, 0.0015
344, 0.0095
345, 0.0135
346, 0.003
347, 0.008
348, 0.013
349, 0.004
350, 0.0175
351, 0.0105
352, 0.003
353, 0.001
354, 0.0055
355, 0.0045
356, 0.0165
357, 0.0025
358, 0.007
359, 0.001
360, 0.005
361, 0.012
362, 0.0035
363, 0.0005
364, 0.0115
365, 0.0035
366, 0.008
367, 0.003
368, 0.016
369, 0.02
370, 0.0265
371, 0.0145
372, 0.0105
373, 0.0005
374, 0.001
375, 0.003
376, 0.005
377, 0.002
378, 0.0105
379, 0.0075
380, 0.0085
381, 0.0025
382, 0.011
383, 0.006
384, 0.004
385, 0.012
386, 0.0035
387, 0.0045
388, 0.0025
389, 0.0175
390, 0.001
391, 0.015
392, 0.0
393, 0.007
394, 0.0195
395, 0.0005
396, 0.0145
397, 0.0085
398, 0.014
399, 0.013
400, 0.007
401, 0.017
402, 0.0035
403, 0.0035
404, 0.0015
405, 0.0045
406, 0.003
407, 0.009
408, 0.018
409, 0.013
410, 0.0115
411, 0.0085
412, 0.0035
413, 0.0025
414, 0.003
415, 0.014
416, 0.0105
417, 0.0125
418, 0.006
419, 0.008
420, 0.003
421, 0.031
422, 0.0235
423, 0.0105
424, 0.0065
425, 0.0005
426, 0.015
427, 0.016
428, 0.007
429, 0.016
430, 0.0045
431, 0.0195
432, 0.0015
433, 0.0085
434, 0.005
435, 0.005
436, 0.017
437, 0.017
438, 0.0095
439, 0.0225
440, 0.0025
441, 0.0035
442, 0.011
443, 0.018
444, 0.006
445, 0.003
446, 0.0185
447, 0.0065
448, 0.002
449, 0.014
450, 0.0065
451, 0.0075
452, 0.0065
453, 0.0045
454, 0.005
455, 0.007
456, 0.014
457, 0.003
458, 0.0085
459, 0.0145
460, 0.0155
461, 0.0125
462, 0.008
463, 0.009
464, 0.008
465, 0.002
466, 0.0215
467, 0.0045
468, 0.0035
469, 0.0165
470, 0.0
471, 0.002
472, 0.007
473, 0.008
474, 0.0045
475, 0.0125
476, 0.0055
477, 0.0075
478, 0.006
479, 0.013
480, 0.0105
481, 0.0075
482, 0.0
483, 0.004
484, 0.013
485, 0.013
486, 0.0115
487, 0.0025
488, 0.0025
489, 0.0165
490, 0.015
491, 0.006
492, 0.013
493, 0.016
494, 0.0005
495, 0.0035
496, 0.0035
497, 0.0095
498, 0.002
499, 0.008
500, 0.0
501, 0.022
502, 0.0065
503, 0.0015
504, 0.0215
505, 0.0025
506, 0.01
507, 0.029
508, 0.009
509, 0.0
510, 0.0105
511, 0.0125
512, 0.0005
513, 0.0115
514, 0.014
515, 0.003
516, 0.023
517, 0.004
518, 0.0035
519, 0.0005
520, 0.0095
521, 0.0175
522, 0.025
523, 0.001
524, 0.003
525, 0.007
526, 0.0045
527, 0.0045
528, 0.0005
529, 0.0075
530, 0.007
531, 0.022
532, 0.009
533, 0.0
534, 0.0135
535, 0.0055
536, 0.0085
537, 0.0095
538, 0.005
539, 0.005
540, 0.008
541, 0.008
542, 0.0085
543, 0.0045
544, 0.006
545, 0.011
546, 0.0035
547, 0.0055
548, 0.0125
549, 0.0185
550, 0.003
551, 0.008
552, 0.008
553, 0.008
554, 0.0135
555, 0.0065
556, 0.0075
557, 0.0115
558, 0.014
559, 0.004
560, 0.005
561, 0.02
562, 0.0105
563, 0.0035
564, 0.0065
565, 0.0155
566, 0.017
567, 0.006
568, 0.016
569, 0.0
570, 0.0105
571, 0.0035
572, 0.0015
573, 0.0135
574, 0.009
575, 0.017
576, 0.0065
577, 0.0075
578, 0.021
579, 0.004
580, 0.02
581, 0.023
582, 0.0005
583, 0.0015
584, 0.0135
585, 0.0095
586, 0.01
587, 0.016
588, 0.004
589, 0.012
590, 0.0195
591, 0.0165
592, 0.0015
593, 0.0055
594, 0.011
595, 0.002
596, 0.005
597, 0.016
598, 0.0055
599, 0.0065
600, 0.0165
601, 0.0095
602, 0.001
603, 0.003
604, 0.006
605, 0.004
606, 0.0185
607, 0.0135
608, 0.015
609, 0.014
610, 0.0095
611, 0.0165
612, 0.0015
613, 0.0075
614, 0.002
615, 0.007
616, 0.003
617, 0.001
618, 0.0015
619, 0.0235
620, 0.0065
621, 0.0035
622, 0.013
623, 0.009
624, 0.015
625, 0.002
626, 0.0135
627, 0.0145
628, 0.0105
629, 0.0095
630, 0.009
631, 0.014
632, 0.016
633, 0.0
634, 0.0185
635, 0.0055
636, 0.0095
637, 0.0045
638, 0.023
639, 0.003
640, 0.006
641, 0.015
642, 0.0085
643, 0.0075
644, 0.0025
645, 0.0165
646, 0.002
647, 0.013
648, 0.008
649, 0.014
650, 0.0115
651, 0.0065
652, 0.0005
653, 0.0015
654, 0.001
655, 0.007
656, 0.022
657, 0.011
658, 0.0015
659, 0.0105
660, 0.0115
661, 0.0095
662, 0.001
663, 0.006
664, 0.009
665, 0.001
666, 0.0045
667, 0.0025
668, 0.0215
669, 0.0055
670, 0.003
671, 0.015
672, 0.0145
673, 0.0135
674, 0.013
675, 0.0
676, 0.021
677, 0.008
678, 0.0015
679, 0.0275
680, 0.0135
681, 0.0155
682, 0.006
683, 0.008
684, 0.005
685, 0.003
686, 0.0035
687, 0.0065
688, 0.0035
689, 0.0005
690, 0.021
691, 0.024
692, 0.02
693, 0.003
694, 0.0155
695, 0.0055
696, 0.0135
697, 0.0115
698, 0.011
699, 0.009
700, 0.003
701, 0.011
702, 0.0085
703, 0.0195
704, 0.01
705, 0.005
706, 0.0085
707, 0.0105
708, 0.0205
709, 0.0045
710, 0.002
711, 0.013
712, 0.0
713, 0.002
714, 0.0185
715, 0.0175
716, 0.0035
717, 0.0045
718, 0.001
719, 0.009
720, 0.011
721, 0.012
722, 0.0085
723, 0.0075
724, 0.0035
725, 0.0015
726, 0.014
727, 0.021
728, 0.004
729, 0.008
730, 0.0045
731, 0.0045
732, 0.0025
733, 0.0005
734, 0.022
735, 0.006
736, 0.0155
737, 0.0285
738, 0.021
739, 0.002
740, 0.013
741, 0.0
742, 0.0125
743, 0.0025
744, 0.0005
745, 0.0215
746, 0.016
747, 0.004
748, 0.003
749, 0.013
750, 0.0095
751, 0.0035
752, 0.0085
753, 0.0135
754, 0.012
755, 0.005
756, 0.005
757, 0.006
758, 0.0045
759, 0.0035
760, 0.0035
761, 0.0025
762, 0.016
763, 0.002
764, 0.014
765, 0.0
766, 0.0075
767, 0.0085
768, 0.003
769, 0.006
770, 0.0105
771, 0.0165
772, 0.0345
773, 0.0045
774, 0.003
775, 0.028
776, 0.016
777, 0.006
778, 0.0125
779, 0.0135
780, 0.0115
781, 0.0085
782, 0.017
783, 0.005
784, 0.002
785, 0.011
786, 0.0015
787, 0.0055
788, 0.0085
789, 0.0125
790, 0.019
791, 0.01
792, 0.002
793, 0.002
794, 0.0045
795, 0.0095
796, 0.0005
797, 0.0295
798, 0.002
799, 0.004
800, 0.0075
801, 0.0215
802, 0.014
803, 0.007
804, 0.004
805, 0.015
806, 0.0085
807, 0.0135
808, 0.0065
809, 0.0205
810, 0.006
811, 0.004
812, 0.007
813, 0.021
814, 0.0135
815, 0.0255
816, 0.0205
817, 0.0235
818, 0.019
819, 0.008
820, 0.004
821, 0.001
822, 0.0105
823, 0.0145
824, 0.0125
825, 0.0015
826, 0.028
827, 0.012
828, 0.02
829, 0.002
830, 0.0015
831, 0.0005
832, 0.004
833, 0.007
834, 0.0095
835, 0.0125
836, 0.0205
837, 0.0025
838, 0.008
839, 0.001
840, 0.005
841, 0.003
842, 0.0125
843, 0.0005
844, 0.0085
845, 0.0105
846, 0.006
847, 0.016
848, 0.004
849, 0.007
850, 0.0075
851, 0.0105
852, 0.0055
853, 0.0035
854, 0.001
855, 0.01
856, 0.018
857, 0.014
858, 0.0065
859, 0.0055
860, 0.0065
861, 0.0065
862, 0.004
863, 0.002
864, 0.0225
865, 0.0175
866, 0.003
867, 0.02
868, 0.019
869, 0.002
870, 0.0055
871, 0.0065
872, 0.0035
873, 0.0065
874, 0.005
875, 0.003
876, 0.012
877, 0.0
878, 0.0065
879, 0.0065
880, 0.0045
881, 0.0045
882, 0.011
883, 0.004
884, 0.002
885, 0.003
886, 0.0085
887, 0.0045
888, 0.0055
889, 0.0075
890, 0.018
891, 0.004
892, 0.014
893, 0.006
894, 0.0105
895, 0.0005
896, 0.0085
897, 0.0085
898, 0.015
899, 0.002
900, 0.008
901, 0.019
902, 0.0205
903, 0.0105
904, 0.0095
905, 0.0045
906, 0.007
907, 0.011
908, 0.009
909, 0.005
910, 0.0075
911, 0.0005
912, 0.0085
913, 0.0095
914, 0.015
915, 0.004
916, 0.007
917, 0.01
918, 0.0105
919, 0.0105
920, 0.0105
921, 0.0065
922, 0.006
923, 0.02
924, 0.007
925, 0.003
926, 0.0025
927, 0.0105
928, 0.005
929, 0.01
930, 0.0025
931, 0.0045
932, 0.0045
933, 0.0085
934, 0.002
935, 0.005
936, 0.004
937, 0.01
938, 0.0135
939, 0.0125
940, 0.0055
941, 0.0055
942, 0.006
943, 0.016
944, 0.017
945, 0.01
946, 0.0135
947, 0.0055
948, 0.0115
949, 0.0025
950, 0.007
951, 0.006
952, 0.009
953, 0.005
954, 0.0085
955, 0.0005
956, 0.0105
957, 0.0015
958, 0.004
959, 0.016
960, 0.0005
961, 0.0005
962, 0.005
963, 0.0
964, 0.006
965, 0.007
966, 0.0045
967, 0.0015
968, 0.0105
969, 0.0165
970, 0.005
971, 0.009
972, 0.009
973, 0.015
974, 0.0115
975, 0.0155
976, 0.0085
977, 0.0115
978, 0.012
979, 0.011
980, 0.01
981, 0.011
982, 0.0165
983, 0.0015
984, 0.0135
985, 0.0055
986, 0.001
987, 0.011
988, 0.004
989, 0.006
990, 0.0105
991, 0.0015
992, 0.001
993, 0.01
994, 0.0285
995, 0.0045
996, 0.0165
997, 0.0105
998, 0.006
999, 0.017
1000, 0.008
1001, 0.002
1002, 0.0055
1003, 0.0215
1004, 0.0085
1005, 0.0065
1006, 0.014
1007, 0.024
1008, 0.01
1009, 0.013
1010, 0.0095
1011, 0.0145
1012, 0.0075
1013, 0.0015
1014, 0.004
1015, 0.003
1016, 0.006
1017, 0.0
1018, 0.0165
1019, 0.0105
1020, 0.0075
1021, 0.0015
1022, 0.001
1023, 0.005
1024, 0.006
1025, 0.012
1026, 0.0145
1027, 0.0055
1028, 0.0035
1029, 0.0155
1030, 0.006
1031, 0.022
1032, 0.003
1033, 0.008
1034, 0.0065
1035, 0.0095
1036, 0.0245
1037, 0.0045
1038, 0.02
1039, 0.011
1040, 0.01
1041, 0.018
1042, 0.0105
1043, 0.0055
1044, 0.0205
1045, 0.0025
1046, 0.009
1047, 0.009
1048, 0.01
1049, 0.007
1050, 0.0025
1051, 0.0115
1052, 0.0115
1053, 0.0105
1054, 0.01
1055, 0.009
1056, 0.0045
1057, 0.0025
1058, 0.002
1059, 0.018
1060, 0.008
1061, 0.01
1062, 0.0025
1063, 0.0075
1064, 0.0115
1065, 0.0065
1066, 0.006
1067, 0.003
1068, 0.005
1069, 0.018
1070, 0.0085
1071, 0.0175
1072, 0.0035
1073, 0.0135
1074, 0.008
1075, 0.018
1076, 0.009
1077, 0.015
1078, 0.0155
1079, 0.0075
1080, 0.0015
1081, 0.0055
1082, 0.003
1083, 0.018
1084, 0.021
1085, 0.0
1086, 0.0015
1087, 0.0095
1088, 0.005
1089, 0.003
1090, 0.0005
1091, 0.0065
1092, 0.0175
1093, 0.0005
1094, 0.007
1095, 0.005
1096, 0.004
1097, 0.013
1098, 0.0005
1099, 0.0005
1100, 0.0035
1101, 0.0045
1102, 0.011
1103, 0.008
1104, 0.022
1105, 0.018
1106, 0.0125
1107, 0.0105
1108, 0.0035
1109, 0.0035
1110, 0.001
1111, 0.003
1112, 0.024
1113, 0.009
1114, 0.0085
1115, 0.0115
1116, 0.0165
1117, 0.0045
1118, 0.004
1119, 0.001
1120, 0.0155
1121, 0.0095
1122, 0.011
1123, 0.009
1124, 0.007
1125, 0.005
1126, 0.0075
1127, 0.0175
1128, 0.0005
1129, 0.0005
1130, 0.007
1131, 0.016
1132, 0.012
1133, 0.007
1134, 0.0115
1135, 0.0085
1136, 0.0105
1137, 0.0115
1138, 0.002
1139, 0.006
1140, 0.005
1141, 0.001
1142, 0.0135
1143, 0.0215
1144, 0.0025
1145, 0.0055
1146, 0.021
1147, 0.002
1148, 0.007
1149, 0.014
1150, 0.0055
1151, 0.0025
1152, 0.0275
1153, 0.0135
1154, 0.005
1155, 0.015
1156, 0.022
1157, 0.012
1158, 0.0175
1159, 0.0005
1160, 0.0105
1161, 0.0145
1162, 0.009
1163, 0.006
1164, 0.003
1165, 0.01
1166, 0.0155
1167, 0.0135
1168, 0.0085
1169, 0.0075
1170, 0.012
1171, 0.012
1172, 0.004
1173, 0.008
1174, 0.0025
1175, 0.0155
1176, 0.0135
1177, 0.0085
1178, 0.015
1179, 0.002
1180, 0.0
1181, 0.023
1182, 0.0015
1183, 0.0015
1184, 0.018
1185, 0.02
1186, 0.0115
1187, 0.0035
1188, 0.0015
1189, 0.0015
1190, 0.009
1191, 0.003
1192, 0.011
1193, 0.018
1194, 0.0285
1195, 0.0045
1196, 0.0125
1197, 0.0055
1198, 0.017
1199, 0.01
1200, 0.025
1201, 0.005
1202, 0.0155
1203, 0.0185
1204, 0.0105
1205, 0.0145
1206, 0.011
1207, 0.009
1208, 0.011
1209, 0.022
1210, 0.0095
1211, 0.0005
1212, 0.0105
1213, 0.0055
1214, 0.014
1215, 0.005
1216, 0.0045
1217, 0.0135
1218, 0.013
1219, 0.009
1220, 0.008
1221, 0.004
1222, 0.0005
1223, 0.0105
1224, 0.0095
1225, 0.0055
1226, 0.001
1227, 0.0
1228, 0.007
1229, 0.004
1230, 0.0025
1231, 0.0085
1232, 0.0105
1233, 0.0135
1234, 0.015
1235, 0.013
1236, 0.011
1237, 0.009
1238, 0.0075
1239, 0.0065
1240, 0.0075
1241, 0.0035
1242, 0.002
1243, 0.013
1244, 0.015
1245, 0.008
1246, 0.0065
1247, 0.0155
1248, 0.002
1249, 0.008
1250, 0.0045
1251, 0.0255
1252, 0.0225
1253, 0.0005
1254, 0.003
1255, 0.001
1256, 0.007
1257, 0.002
1258, 0.0095
1259, 0.0165
1260, 0.0015
1261, 0.0055
1262, 0.009
1263, 0.02
1264, 0.018
1265, 0.0
1266, 0.0105
1267, 0.0025
1268, 0.0215
1269, 0.0165
1270, 0.012
1271, 0.006
1272, 0.016
1273, 0.023
1274, 0.0205
1275, 0.0095
1276, 0.0165
1277, 0.0085
1278, 0.001
1279, 0.02
1280, 0.0115
1281, 0.0195
1282, 0.008
1283, 0.014
1284, 0.021
1285, 0.019
1286, 0.0065
1287, 0.0005
1288, 0.0125
1289, 0.0175
1290, 0.009
1291, 0.006
1292, 0.009
1293, 0.014
1294, 0.0145
1295, 0.0045
1296, 0.0025
1297, 0.0085
1298, 0.01
1299, 0.004
1300, 0.004
1301, 0.016
1302, 0.0115
1303, 0.0025
1304, 0.0065
1305, 0.0125
1306, 0.02
1307, 0.015
1308, 0.007
1309, 0.006
1310, 0.0065
1311, 0.0075
1312, 0.003
1313, 0.007
1314, 0.0065
1315, 0.0085
1316, 0.0025
1317, 0.0255
1318, 0.012
1319, 0.012
1320, 0.003
1321, 0.012
1322, 0.0005
1323, 0.0145
1324, 0.0105
1325, 0.0005
1326, 0.005
1327, 0.006
1328, 0.037
1329, 0.005
1330, 0.0115
1331, 0.0085
1332, 0.0085
1333, 0.0115
1334, 0.019
1335, 0.003
1336, 0.004
1337, 0.001
1338, 0.0055
1339, 0.0165
1340, 0.0035
1341, 0.0015
1342, 0.015
1343, 0.002
1344, 0.0185
1345, 0.0025
1346, 0.001
1347, 0.009
1348, 0.002
1349, 0.006
1350, 0.0125
1351, 0.0255
1352, 0.0195
1353, 0.0085
1354, 0.006
1355, 0.001
1356, 0.016
1357, 0.009
1358, 0.0235
1359, 0.0005
1360, 0.0045
1361, 0.0105
1362, 0.002
1363, 0.026
1364, 0.006
1365, 0.016
1366, 0.0065
1367, 0.0035
1368, 0.0055
1369, 0.0165
1370, 0.036
1371, 0.021
1372, 0.001
1373, 0.01
1374, 0.0225
1375, 0.0005
1376, 0.01
1377, 0.014
1378, 0.0085
1379, 0.0005
1380, 0.0105
1381, 0.0035
1382, 0.007
1383, 0.015
1384, 0.002
1385, 0.015
1386, 0.0115
1387, 0.0015
1388, 0.0215
1389, 0.0035
1390, 0.0
1391, 0.001
1392, 0.023
1393, 0.003
1394, 0.0015
1395, 0.0075
1396, 0.0045
1397, 0.0215
1398, 0.001
1399, 0.009
1400, 0.008
1401, 0.021
1402, 0.0005
1403, 0.0045
1404, 0.0045
1405, 0.0085
1406, 0.005
1407, 0.002
1408, 0.007
1409, 0.005
1410, 0.0275
1411, 0.0005
1412, 0.0085
1413, 0.0065
1414, 0.013
1415, 0.003
1416, 0.015
1417, 0.012
1418, 0.0015
1419, 0.0015
1420, 0.0045
1421, 0.0105
1422, 0.014
1423, 0.013
1424, 0.014
1425, 0.006
1426, 0.0025
1427, 0.0065
1428, 0.0075
1429, 0.0075
1430, 0.009
1431, 0.011
1432, 0.005
1433, 0.0
1434, 0.0045
1435, 0.0075
1436, 0.0005
1437, 0.0095
1438, 0.001
1439, 0.012
1440, 0.0055
1441, 0.0035
1442, 0.005
1443, 0.003
1444, 0.011
1445, 0.007
1446, 0.0005
1447, 0.0205
1448, 0.0015
1449, 0.0155
1450, 0.008
1451, 0.019
1452, 0.005
1453, 0.002
1454, 0.0115
1455, 0.0115
1456, 0.0145
1457, 0.0005
1458, 0.01
1459, 0.008
1460, 0.007
1461, 0.013
1462, 0.0245
1463, 0.0055
1464, 0.0145
1465, 0.0165
1466, 0.01
1467, 0.015
1468, 0.008
1469, 0.011
1470, 0.0055
1471, 0.0145
1472, 0.003
1473, 0.001
1474, 0.0205
1475, 0.0105
1476, 0.0115
1477, 0.0115
1478, 0.009
1479, 0.009
1480, 0.011
1481, 0.002
1482, 0.0005
1483, 0.0015
1484, 0.0135
1485, 0.0025
1486, 0.002
1487, 0.003
1488, 0.015
1489, 0.003
1490, 0.0235
1491, 0.0015
1492, 0.0055
1493, 0.0205
1494, 0.012
1495, 0.022
1496, 0.012
1497, 0.009
1498, 0.0125
1499, 0.0195
1500, 0.0135
1501, 0.0075
1502, 0.0
1503, 0.011
1504, 0.0025
1505, 0.0005
1506, 0.013
1507, 0.011
1508, 0.007
1509, 0.013
1510, 0.0215
1511, 0.0095
1512, 0.0105
1513, 0.0165
1514, 0.018
1515, 0.009
1516, 0.025
1517, 0.002
1518, 0.0095
1519, 0.0025
1520, 0.0185
1521, 0.0045
1522, 0.015
1523, 0.003
1524, 0.0
1525, 0.018
1526, 0.0105
1527, 0.0115
1528, 0.0075
1529, 0.0045
1530, 0.015
1531, 0.012
1532, 0.011
1533, 0.0
1534, 0.0035
1535, 0.0145
1536, 0.0115
1537, 0.0005
1538, 0.02
1539, 0.009
1540, 0.02
1541, 0.003
1542, 0.0105
1543, 0.0145
1544, 0.0185
1545, 0.0125
1546, 0.001
1547, 0.007
1548, 0.004
1549, 0.008
1550, 0.0125
1551, 0.0005
1552, 0.0085
1553, 0.0005
1554, 0.025
1555, 0.012
1556, 0.008
1557, 0.009
1558, 0.0005
1559, 0.0085
1560, 0.0025
1561, 0.0055
1562, 0.011
1563, 0.009
1564, 0.017
1565, 0.013
1566, 0.0035
1567, 0.0205
1568, 0.012
1569, 0.009
1570, 0.0265
1571, 0.0115
1572, 0.0025
1573, 0.0035
1574, 0.004
1575, 0.003
1576, 0.002
1577, 0.002
1578, 0.0285
1579, 0.0095
1580, 0.0215
1581, 0.0135
1582, 0.015
1583, 0.013
1584, 0.001
1585, 0.0
1586, 0.0095
1587, 0.0005
1588, 0.0145
1589, 0.0005
1590, 0.004
1591, 0.003
1592, 0.02
1593, 0.0
1594, 0.0155
1595, 0.0085
1596, 0.0105
1597, 0.0185
1598, 0.006
1599, 0.02
1600, 0.0145
1601, 0.0205
1602, 0.003
1603, 0.006
1604, 0.009
1605, 0.0
1606, 0.0145
1607, 0.0115
1608, 0.0095
1609, 0.0195
1610, 0.006
1611, 0.02
1612, 0.003
1613, 0.011
1614, 0.0115
1615, 0.0205
1616, 0.0055
1617, 0.0025
1618, 0.003
1619, 0.002
1620, 0.01
1621, 0.007
1622, 0.0025
1623, 0.0215
1624, 0.0135
1625, 0.0015
1626, 0.007
1627, 0.005
1628, 0.003
1629, 0.007
1630, 0.0045
1631, 0.0005
1632, 0.005
1633, 0.002
1634, 0.0065
1635, 0.0085
1636, 0.0055
1637, 0.0125
1638, 0.013
1639, 0.018
1640, 0.013
1641, 0.015
1642, 0.0025
1643, 0.0095
1644, 0.0065
1645, 0.0075
1646, 0.018
1647, 0.006
1648, 0.013
1649, 0.006
1650, 0.0005
1651, 0.0155
1652, 0.0065
1653, 0.0025
1654, 0.018
1655, 0.013
1656, 0.004
1657, 0.008
1658, 0.0015
1659, 0.0035
1660, 0.0015
1661, 0.0075
1662, 0.01
1663, 0.004
1664, 0.01
1665, 0.001
1666, 0.0215
1667, 0.0035
1668, 0.0085
1669, 0.0085
1670, 0.015
1671, 0.012
1672, 0.0
1673, 0.004
1674, 0.0055
1675, 0.0045
1676, 0.0175
1677, 0.0015
1678, 0.006
1679, 0.014
1680, 0.002
1681, 0.005
1682, 0.0065
1683, 0.0075
1684, 0.0015
1685, 0.0025
1686, 0.012
1687, 0.017
1688, 0.013
1689, 0.017
1690, 0.0225
1691, 0.0275
1692, 0.0045
1693, 0.0105
1694, 0.034
1695, 0.006
1696, 0.0125
1697, 0.0015
1698, 0.001
1699, 0.014
1700, 0.012
1701, 0.001
1702, 0.0035
1703, 0.0035
1704, 0.0115
1705, 0.0105
1706, 0.02
1707, 0.016
1708, 0.016
1709, 0.016
1710, 0.0035
1711, 0.0005
1712, 0.0065
1713, 0.0085
1714, 0.017
1715, 0.004
1716, 0.005
1717, 0.006
1718, 0.0155
1719, 0.0155
1720, 0.0025
1721, 0.0125
1722, 0.009
1723, 0.015
1724, 0.002
1725, 0.002
1726, 0.0145
1727, 0.0235
1728, 0.012
1729, 0.001
1730, 0.0065
1731, 0.0055
1732, 0.0005
1733, 0.0095
1734, 0.003
1735, 0.0
1736, 0.014
1737, 0.022
1738, 0.0085
1739, 0.0115
1740, 0.0045
1741, 0.0095
1742, 0.006
1743, 0.002
1744, 0.013
1745, 0.006
1746, 0.0045
1747, 0.0015
1748, 0.0025
1749, 0.0295
1750, 0.013
1751, 0.008
1752, 0.024
1753, 0.002
1754, 0.0135
1755, 0.0055
1756, 0.0045
1757, 0.0045
1758, 0.019
1759, 0.009
1760, 0.0155
1761, 0.0105
1762, 0.001
